id,tweet,emotion
2996,@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'.,fear
2848,@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear
3690,That is at least the 3rd time the balls been burst in our games,anger
2285,"Luke 1:14\nHe will be a joy and delight to you, and many will rejoice because of his birth",joy
3732,@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha,anger
361,@1johndes ball watching &amp; Rojo'd header was equally dreadful!!,sadness
4430,@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming,anger
1870,@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.,joy
4561,"Rt @yoelamite i need that one back, that whole cd was hard, the one with a #rage flew through, rhyme flow, n the 1 u speak on the dollar",anger
1946,I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,joy
174,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,sadness
267,@gurrie_j thanks for making me super sad about Pizza.  #freepizza,sadness
2271,Chris would take full responsibility and would want us all to rejoice in the memories we all had with him.,joy
772,"Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,",sadness
895,The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,sadness
4800,@alperdotr i got bored   lunch time?,neutral
4636,"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .",anger
5640,@officialcharice Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral
4478,@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite,anger
5345,down in my series with denver on 2k9 3-1,neutral
4779,The war is right outside your door #rage #USAToday,anger
5677,"@NikForsyth july 8th flight gets in, my mate here is on about goin hm early so am all",neutral
5538,says headache  http://plurk.com/p/wydaf,neutral
2414,Haven't gotten one hour of sleep... Today is going to be a fun day 😐 #restless,fear
167,"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",sadness
3728,@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,anger
2688,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking,fear
4660,Star trek online has a update to download oh fuming yay,anger
472,When you lose somebody close to your heart you lose yourself as well 💔 #lost,sadness
643,@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things.,sadness
3502,"@veroicone my typical shake is ~100g banana, 1c almond milk, 1tbsp chia and protein. Sometimes I add PB2 or ice or other fruit.",fear
2000,But uncle buck is on tho . #UncleBuck,joy
1359,"@chenaidavid easy, breezy, beautiful rasta mon",joy
412,Never ever been this unhappy before in my life lmao,sadness
1002,@pxrfectpeach it's got her little pout,sadness
1223,Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy
3409,"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂",fear
900,@Ashleyavitia_ don't leave me,sadness
2836,I delete numbers so quick with no hesitation,fear
2311,"Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ",joy
1490,Tonight my top delight was a Skein of Geese flying about 1 foot above me as I swam in #Windermere. Breeze dropped &amp; it became like glass.,joy
2203,tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo,joy
3270,I was so shy freshman year this guy introduced himself to me by asking if I spoke any English,fear
2253,🍦🎿 god chirp this burp 🎿🍦,joy
2650,My goals are so big they scare small minds,fear
5342,@hoezay__x3 trueee,neutral
2938,Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,fear
4546,@JaredWyand Maybe if it was transgender the media would cover it #outrage,anger
4226,@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading,anger
5599,@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a nigga woke up late... didnt get my breakfast (wakenbake),neutral
1416,Follow me in instagram 1.0.7 #love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #smile #follow4follow #like4like #look …,joy
5064,@hasin my bad,neutral
224,me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol,sadness
4358,i already gets aggravated too fast like why aggravate me on purpose?,anger
4235,I dislike people who get offended by the littlest shit .,anger
2541,"@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers",fear
4900,got a case of the bubblies.,neutral
5023,"@TheRotArm My first thought too, I've never even watched Dragonball",neutral
2755,dread pitt,fear
5936,It's natsmith88 last Friday today,neutral
4582,"@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge",anger
2406,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,fear
3761,@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system,anger
258,@jordan_grimmer If that's messin I can't wait to see #serious !! Brilliant stuff,sadness
3986,@Kim_is__bored exactly what I have been saying on fb..,anger
2711,Why do people gotta start so much drama ? Shoot me ☹️,fear
23,@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,sadness
306,@KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.,sadness
1666,"At 12:01, Tumblr became sentient. At 1.:02, Tumblr posted gn animated gif about it. At 12:03, Tumblr shipped itself.",joy
5710,i love how nice the weather is today and i am camping tonight! oh and i hate my hair,neutral
998,Why doesn't anybody I know watch penny dreadful? ☹️️,sadness
2677,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted,fear
5887,I want my real keys back,neutral
494,Today you visited me in my dreams and even though you aren't physically gone I still mourn you,sadness
1305,"@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will ensue.",joy
4144,Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram,anger
210,Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,sadness
2518,@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months,fear
4146,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted,anger
3601,How was Natalie one of the top three favorites?! #toofaced and #bitter 🙄,anger
771,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness
3494,#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible,fear
4909,@DanielMiller89 They used to. Many moons ago.,neutral
4640,"She's foaming at the lips the one between her hips @realobietrice, one of many great lyrics",anger
5122,Listening to Someday We'll Know... It's raining!!!!,neutral
5633,@HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises,neutral
5645,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,neutral
1545,Inglorious distinguished try auction so the joviality touching back side auction otherwise advance for order about: vAwyZAD,joy
2114,noah fence but i want a harley quinn or blake lively layout,joy
2201,@strictlysimilak something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks.,joy
3948,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,anger
5704,I have to go to work now.,neutral
5017,"@shanajaca But @feltbeats is on page 6 at Ms Twitterworld, only 26 votes",neutral
4453,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep",anger
4439,@Kim_is__bored exactly what I have been saying on fb.. #bitter,anger
4284,@TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime,anger
3742,For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote,anger
915,"Pussies - In the dark, they're all the same",sadness
2081,"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark",joy
3552,How had Matty Dawson not scored there!!!!!,fear
3322,Am I the only one with parking sensors who still manages to reverse into things? #nightmare,fear
2674,Can't start a good day without a cup of tea! \n\n#tea #start #day #goodday,fear
5063,in a meeting discussion colour of bikeshed,neutral
3391,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF,fear
5295,I've got to catch the bus to work,neutral
334,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness
4760,People that smoke cigarettes irritate my soul.,anger
928,"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey",sadness
4849,@Natalie_1990 i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,neutral
3160,Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,fear
873,"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",sadness
3166,First day of college feeling nervous,fear
4212,"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger",anger
827,Why can't you just be mine. #forlorn,sadness
103,come to the funeral tomorrow at 12 to mourn the death of my gpa,sadness
4635,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤  #wwhhyyy,anger
5422,"@m_bui yeah right. I just accepted my grants, and it covered at least 10,000+ of my school fees. tritonlink is down so i cant verify",neutral
3669,Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol,anger
3064,"After #terror our leaders say, 'Don't jump to conclusions,' but [in matters of #racial unrest], they are silent. Why is that? @greggutfeld",fear
3305,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime.,fear
3720,Living life so relentless,anger
534,Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam,sadness
1050,This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,sadness
942,"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",sadness
5410,goin to my aunts for the weekend. wont have my laptop blahh,neutral
1429,@crumpledlinen he chirp,joy
828,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness
1421,@gothictana im a delight,joy
3762,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse).,anger
5367,Tummy bugs are lame! Got about an hours sleep if that.,neutral
4845,almost 100 cases of swine in australia. hope may still decides to come visits me,neutral
1567,@UKLittleKitchen Defo a hearty root veg gratin. Nice comfort food as Autumn kicks in,joy
5079,need to get a hand,neutral
762,@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing,sadness
5452,"@benno37 I have been subtly replacing it with &quot;penetration testing&quot; when I see it, but nobody's caught on yet.",neutral
5800,"I want to go to VP, but no one is willing to come with me.",neutral
1479,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato,joy
3162,"@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. #panic",fear
2249,HMS Pinafore' time.\n\nI need some mirth.,joy
517,"The two Brians, @BlackEyedNBlues &amp; @onthehorn500, also known as the Nigella Lawsons of #blues &amp; #pizza.",sadness
2452,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,fear
75,"@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out 😂",sadness
2853,@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.,fear
2610,Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,fear
2763,I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am,fear
1013,"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",sadness
2590,Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮👎,fear
1481,@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice,joy
1975,Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ? #hilarious #missyou,joy
1951,Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy,joy
4056,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better!",anger
5938,@elijahmanor targeted browser for what?! I just read that Windows Mobile uses the IE6 core as its default.,neutral
2412,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids,fear
598,come on let's make em hate 😘make em pout they face 👿😩.,sadness
3511,I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak,fear
1092,Back in Cardiff after an amazing 10 days away 😭 #depressing,sadness
615,@TDYLN sadly not :(,sadness
4184,@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt,anger
5316,You guys need to get on me. It's been 2 weeks since I've went on a cache hunt  #geocaching,neutral
2715,"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",fear
2061,#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst #happy,joy
878,"We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson",sadness
3439,okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself,fear
5684,@Dancing_Monk Neither are ELP!!,neutral
4120,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming",anger
2623,My anxiety is playing around HELP!!!!!,fear
5466,@EmilyenFrance Oooo look who got a pic!  So much for swimming today,neutral
715,@wabermes The @RavalliRepublic had a good one but then the reporter quit.,sadness
3325,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed",fear
3503,@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?,fear
4397,@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.,anger
1972,Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating,joy
524,@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,sadness
2752,I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit 😭,fear
150,@stevesingiser @POLITICO_Steve Put a damper on my mood.,sadness
1449,He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9,joy
5218,@Maxsterism naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they're saying tho,neutral
5668,So slpy 2day  zzzz,neutral
1932,Congress attended by midterm liveliness differently constraints: qmiv,joy
3034,@outmagazine jesus heck you're awful,fear
5491,"Hey #socialmediatv  - I'm new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live &gt; http://ustre.am/2NjV)",neutral
3076,"Aberdeen st Johnstone, let's see who can punt it the furthest",fear
4833,last full day of vacation,neutral
5426,@riineySTACKEDx lol cnt its too slow,neutral
4028,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger
4662,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,anger
3622,If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework,anger
5617,"@dannycastillo We want to trade with someone who has Houston tickets, but no one will.",neutral
5806,@RolliePollie32 I ate some hot food,neutral
5460,@Tarale dinner appointment tonight,neutral
5314,eh...but I'll be picking cotton soon....need to suppliment my income,neutral
4644,@Mysbananen yes hc and we got him very low. I know how it feels. Our damage is low enough as it is never mind having the rng of being enrage,anger
4245,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,anger
376,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",sadness
5987,walked home in the rain.,neutral
4504,"warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~",anger
2002,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,joy
3499,Starting not to give a fuck and stopped fearing the consequence,fear
55,"@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty",sadness
949,Damn gud #premiere #LethalWeapon...#funny and,sadness
2800,@JamesPiotr I am working on a feature right now about the preponderance of awful owners who are at war with fans. So many to choose from.,fear
2930,how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,fear
817,"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",sadness
5534,PrinceCharming,neutral
3190,If the future doesn't fill you with existential dread are you even a real person,fear
4384,Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry,anger
3176,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully,fear
273,"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",sadness
3831,#welfarereform should not be a 'model' for .,anger
5764,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,neutral
153,@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype,sadness
2780,The 'banter' from Craigen and Sutton on BT is fucking horrid,fear
3428,An @amityaffliction kind of drive home from work today  #dailyfeels,fear
2325,lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,joy
4407,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing,anger
142,Don't depress yourself by comparing yourself. No comparisons.,sadness
2502,"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one,",fear
1186,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",sadness
1662,Your future is bright. #Remember,joy
4768,I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer,anger
853,I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now 😞,sadness
419,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,sadness
1349,@smoothkobra after such a heavy 2 days this has given much needed levity. Thanks bro,joy
434,"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)",sadness
49,"@LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough",sadness
3838,"I can definitely feel my irritation today, lord give me strength",anger
2516,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,fear
5483,Well it almost was a good day... Guess I just retry tomorrow,neutral
3955,Is there a perfume that smells like the smell of smokey incense because i would be all about that,anger
1329,@jellzybean cheer up punkin',joy
3096,@AaliyahLove69 I would be intimidated but I would like to think I would have manned up and helped.,fear
961,Condolences to the  JC and the Georges family..,sadness
5085,@Cookie_Monstr  u may try Prism http://prism.mozilla.com/,neutral
2767,@imjustatrankk awe yay wish i could rt /:,fear
3214,Today has dragged on #restless,fear
166,Alt-J - Hunger of the pine.,sadness
5711,Well friends i think today is just gonna be one of those days........a work day,neutral
288,lost 11 lbs since I got married (eating healthy) &amp; ive gone from a 9:47 mile to a 8:50 mile in 2 weeks. #areyousureimagedout #fitness,sadness
812,"@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things.",sadness
4650,someone kik me @ montanashay_ \n #kikme,anger
4267,Stop tracking back you fucking potato faced cunt errrr infuriating 😠😠😠😠😠  #Rooney #mufc,anger
747,@mypalalex but still your my favorite person in DF besides grim,sadness
176,It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,sadness
2689,"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft.",fear
2632,"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",fear
1774,.@Travelanswerman: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling …,joy
1484,The #chiropractor makes me so .,joy
4127,"#Forgiveness might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and #revenge.",anger
3708,"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",anger
1044,In serious need of a nap,sadness
2207,Watch this amazing live.ly broadcast by @brooks_swaggysquad #lively #musically,joy
1876,I want the smoky clouds of laughter to swim about you forever more..,joy
2490,I hate those sugar cookies shit is awful,fear
1241,"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism",joy
3167,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror,fear
4002,Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. #fuming,anger
2910,Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,fear
4134,Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge @Drake,anger
5624,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo,neutral
4404,Boycotting @DunkinDonuts till butter pecan comes back. I am furious,anger
2488,#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,fear
842,@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad,sadness
5664,wave would trend higher that bing,neutral
2856,@zavvi @zavvihelp only offering 6 moth warranty #ps4pro #shocking #truth #ripoff,fear
3083,Good start to the day I forgot to set my #alarm just as well it's #Friday 😆,fear
2826,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont,fear
607,Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it 😭😭😭,sadness
5449,@gracetanglefoot what? You won't be two blocks away any more?,neutral
248,And I won't even get started with Hillary and her fancy fundraisers! #depressing,sadness
4281,Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,anger
910,"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",sadness
4735,Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry,anger
402,Literally being here makes me depress tbh,sadness
3900,"Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget 🙏🏾",anger
1485,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,joy
5929,@AB_recordings Alas no - this is all occuring in an office in central London...,neutral
2720,I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,fear
5922,@ammaryasir link  I need go on my laptop then sigh.,neutral
4969,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr,neutral
4095,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,anger
4555,"@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end",anger
3860,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",anger
5529,can't help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...],neutral
5816,@justin_roe oh well.  I've never seen him do anything before so I'm not gonna say anything.,neutral
3535,@littlepieces Customer services got involved and eventually completely wash their hands of it. #awful #dreamornightmare,fear
2812,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,fear
5792,@ccburns Unfortunately not,neutral
2276,"“Be #positive, #cheerful, #grateful and expectant.” @NightingaleEarl  #Success #Leadership",joy
2697,"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",fear
2846,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",fear
2825,@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women,fear
2787,Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !!  #longingformore,fear
2177,#OneSimpleChange: Drink sparkling water instead of soft drinks to steer clear of fructose while still getting a refreshing carbonation kick.,joy
2432,@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.,fear
29,"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness
4074,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone,anger
3746,"@mdivincenzo9 he's stupid, I hate him lol #bitter",anger
4846,"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again.",neutral
1881,"#PeaceIsPossible when both party accept one another and rejoice together after #OndoGuber,Nov26. @JciOndokingdom @cuttie_dove @Lekibeat",joy
645,@cburt43 turn that frown upside down,sadness
611,Groom gloom.,sadness
2806,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,fear
1058,Learning how to use twitter #lost,sadness
4656,It's the most magical time of the year......Xmas party announced and the #outrage commences. Gotta love Silicon Valley millennials.,anger
3839,People who go the speed limit irritate me,anger
4968,"Ok I'm frustrated, there is hella dust between the screens of my blackberry",neutral
4732,"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger
3282,"#Charlotte's #young &amp; #restless; I applaud ur fire bt always b respectful of authority, police, elders, parents. Violence, not the way 🙏🏽✌🏽️",fear
1705,"I've watched @ScreamQueens' 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again.",joy
3326,@hotpatooties more like quickie divorce #awful,fear
3543,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot,fear
3849,"At the point today where if someone says something remotely kind to me, a waterfall will burst out of my eyes",anger
4003,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",anger
507,"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",sadness
2107,Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour,joy
4753,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂,anger
3381,@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,fear
5289,i got no followers i only have like 2  someone follow Me please?,neutral
657,#ThankYouCGI - Do not grow weary in doing good. #CGI2016,sadness
4459,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger
2598,The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,fear
3435,@laura221b I don't think I've ever moved so fast in a panic in all my life 😂 Gave me such a fright 😓,fear
4551,Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka',anger
4262,the bee sting still suck i feel sick,anger
2679,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear
806,"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",sadness
2966,"My interview went well today, I can't wait to find out what happens.  #excited #interview #jobinterview",fear
5734,why is it so windy?,neutral
1750,Life izn't about pleasing each others...😕\n\n#hell #with #pleasing,joy
